smiles,expt,calc,atoms,bonds,charges
C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-2.55,-0.974,"c2,c2,c5,c5,c5,c5,c2,c2,c5,c5,cl,cl,cl,cl,cl,cl,cl,ha,ha,h1,hc,hc","1-2,1-5,1-18,2-3,2-19,3-4,3-17,3-20,4-5,4-9,4-21,5-6,5-22,6-7,6-10,6-16,7-8,7-15,8-9,8-14,9-10,9-13,10-11,10-12","-0.151200,-0.171200,0.080900,-0.033700,-0.015500,0.028600,0.049200,-0.000800,0.023600,0.097800,-0.051400,-0.051400,-0.049400,-0.039400,-0.064400,-0.084400,-0.157400,0.161000,0.162000,0.088700,0.085700,0.092700"
CCC(=O)CC,-3.41,-3.05,"c3,c3,c,o,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-5,5-6,5-12,5-13,6-14,6-15,6-16","-0.088100,-0.183400,0.562098,-0.532100,-0.183400,-0.088100,0.040367,0.040367,0.040367,0.067700,0.067700,0.067700,0.067700,0.040367,0.040367,0.040367"
COC(=O)C(F)(F)F,-1.1,-1.353,"c3,os,c,o,c3,f,f,f,h1,h1,h1","1-2,1-9,1-10,1-11,2-3,3-4,3-5,5-6,5-7,5-8","0.122700,-0.404900,0.591100,-0.467000,0.603900,-0.211967,-0.211967,-0.211967,0.063367,0.063367,0.063367"
c1ccc2ccccc2c1,-2.4,-3.213,"ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,ha,ha,ha,ha,ha,ha,ha,ha","1-2,1-10,1-11,2-3,2-12,3-4,3-13,4-5,4-9,5-6,5-14,6-7,6-15,7-8,7-16,8-9,8-17,9-10,10-18","-0.128000,-0.128000,-0.117000,-0.037000,-0.117000,-0.128000,-0.128000,-0.117000,-0.037000,-0.117000,0.131750,0.131750,0.131750,0.131750,0.131750,0.131750,0.131750,0.131750"
c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl,-4.4,-0.805,"ca,ca,ca,ca,ca,cp,cp,ca,ca,ca,ca,ca,cl,cl,cl,cl,cl,cl,cl,ha,ha,ha","1-2,1-6,1-20,2-3,2-21,3-4,3-19,4-5,4-18,5-6,5-17,6-7,7-8,7-12,8-9,8-22,9-10,9-16,10-11,10-15,11-12,11-14,12-13","-0.092000,-0.120000,0.031400,0.012400,0.043400,-0.039000,-0.025000,-0.092000,0.018400,0.028400,0.018400,0.039400,-0.042400,-0.035400,-0.033400,-0.051400,-0.046400,-0.039400,-0.055400,0.154000,0.159000,0.167000"
CC(=O)Oc1ccccc1C(=O)O,-9.94,-9.399,"c3,c,o,os,ca,ca,ca,ca,ca,ca,c,o,oh,hc,hc,hc,ha,ha,ha,ha,ho","1-2,1-14,1-15,1-16,2-3,2-4,4-5,5-6,5-10,6-7,6-17,7-8,7-18,8-9,8-19,9-10,9-20,10-11,11-12,11-13,13-21","-0.149100,0.649100,-0.521000,-0.358200,0.172100,-0.157000,-0.079000,-0.157000,-0.061000,-0.143600,0.661699,-0.559000,-0.592100,0.081367,0.081367,0.081367,0.162000,0.142000,0.143000,0.161000,0.442000"
CC(=O)C(C)(C)C,-3.11,-3.234,"c3,c,o,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-4,4-5,4-6,4-7,5-11,5-12,5-13,6-14,6-15,6-16,7-17,7-18,7-19","-0.200100,0.572100,-0.531100,-0.152000,-0.084433,-0.084433,-0.084433,0.063033,0.063033,0.063033,0.041700,0.041700,0.041700,0.041700,0.041700,0.041700,0.041700,0.041700,0.041700"
COS(=O)(=O)C,-4.87,-8.824,"c3,os,s6,o,o,c3,h1,h1,h1,h1,h1,h1","1-2,1-7,1-8,1-9,2-3,3-4,3-5,3-6,6-10,6-11,6-12","0.157700,-0.571500,1.593501,-0.664800,-0.664800,-0.392300,0.047033,0.047033,0.047033,0.133700,0.133700,0.133700"
CCc1ccncc1,-4.73,-3.19,"c3,c3,ca,ca,ca,nb,ca,ca,hc,hc,hc,hc,hc,ha,h4,h4,ha","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-8,4-5,4-14,5-6,5-15,6-7,7-8,7-16,8-17","-0.090100,-0.044100,-0.038300,-0.246300,0.394200,-0.668000,0.394200,-0.246300,0.038700,0.038700,0.038700,0.051200,0.051200,0.142000,0.021100,0.021100,0.142000"
CC(C)NC(C)C,-3.22,-1.985,"c3,c3,c3,n7,c3,c3,c3,hc,hc,hc,h1,hc,hc,hc,hn,h1,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-4,2-11,3-12,3-13,3-14,4-5,4-15,5-6,5-7,5-16,6-17,6-18,6-19,7-20,7-21,7-22","-0.108850,0.177000,-0.108850,-0.828196,0.177000,-0.108850,-0.108850,0.037283,0.037283,0.037283,0.051700,0.037283,0.037283,0.037283,0.358800,0.051700,0.037283,0.037283,0.037283,0.037283,0.037283,0.037283"
c1cc2c(cc1Cl)Oc3ccc(cc3O2)Cl,-3.67,-3.321,"ca,ca,ca,ca,ca,ca,cl,os,ca,ca,ca,ca,ca,ca,os,cl,ha,ha,ha,ha,ha,ha","1-2,1-6,1-17,2-3,2-18,3-4,3-15,4-5,4-8,5-6,5-19,6-7,8-9,9-10,9-14,10-11,10-20,11-12,11-21,12-13,12-16,13-14,13-22,14-15","-0.121000,-0.173300,0.212700,0.220700,-0.177300,0.018400,-0.080400,-0.387800,0.212700,-0.173300,-0.121000,0.018400,-0.177300,0.220700,-0.387800,-0.080400,0.156000,0.162000,0.170000,0.162000,0.156000,0.170000"
CCCCCCCN,-3.79,-2.554,"c3,c3,c3,c3,c3,c3,c3,n8,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,hn,hn","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-20,6-21,7-8,7-22,7-23,8-24,8-25","-0.092100,-0.080400,-0.078400,-0.080400,-0.080400,-0.084400,0.158800,-0.914799,0.032033,0.032033,0.032033,0.038700,0.038700,0.039200,0.039200,0.039700,0.039700,0.038700,0.038700,0.050200,0.050200,0.024200,0.024200,0.347300,0.347300"
CC1CCCC1,1.59,1.785,"c3,c5,c5,c5,c5,c5,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-6,2-10,3-4,3-11,3-12,4-5,4-13,4-14,5-6,5-15,5-16,6-17,6-18","-0.088101,-0.067700,-0.076400,-0.078400,-0.078400,-0.076400,0.033367,0.033367,0.033367,0.045700,0.040700,0.040700,0.039200,0.039200,0.039200,0.039200,0.040700,0.040700"
CCC,2.0,2.495,"c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-4,1-5,1-6,2-3,2-7,2-8,3-9,3-10,3-11","-0.093101,-0.081400,-0.093101,0.032367,0.032367,0.032367,0.036700,0.036700,0.032367,0.032367,0.032367"
C[C@H]1CCCO1,-3.3,-1.984,"c3,c5,c5,c5,c5,os,hc,hc,hc,h1,hc,hc,hc,hc,h1,h1","1-2,1-7,1-8,1-9,2-3,2-6,2-10,3-4,3-11,3-12,4-5,4-13,4-14,5-6,5-15,5-16","-0.108100,0.138100,-0.104400,-0.106400,0.128400,-0.425601,0.042367,0.042367,0.042367,0.055700,0.052200,0.052200,0.051200,0.051200,0.044200,0.044200"
CNC(=O)Oc1cccc2c1cccc2,-9.45,-10.436,"c3,ns,c,o,os,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,h1,h1,h1,hn,ha,ha,ha,ha,ha,ha,ha","1-2,1-16,1-17,1-18,2-3,2-19,3-4,3-5,5-6,6-7,6-11,7-8,7-20,8-9,8-21,9-10,9-22,10-11,10-15,11-12,12-13,12-23,13-14,13-24,14-15,14-25,15-26","0.076300,-0.530900,0.732099,-0.566000,-0.365200,0.128100,-0.135000,-0.111000,-0.128000,-0.027000,-0.036000,-0.104000,-0.132000,-0.123000,-0.120000,0.047367,0.047367,0.047367,0.326500,0.159000,0.138000,0.135000,0.141000,0.133000,0.133000,0.134000"
c1cc(cc(c1)O)C=O,-9.52,-9.369,"ca,ca,ca,ca,ca,ca,oh,c,o,ha,ha,ha,ha,ho,h4","1-2,1-6,1-10,2-3,2-11,3-4,3-8,4-5,4-12,5-6,5-7,6-13,7-14,8-9,8-15","-0.113000,-0.103000,-0.159600,-0.175000,0.111100,-0.125000,-0.495100,0.573500,-0.522100,0.142000,0.157000,0.136000,0.155000,0.420000,-0.001800"
c1ccc2cc3ccccc3cc2c1,-3.95,-5.187,"ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,ha,ha,ha,ha,ha,ha,ha,ha,ha,ha","1-2,1-14,1-15,2-3,2-16,3-4,3-17,4-5,4-13,5-6,5-18,6-7,6-11,7-8,7-19,8-9,8-20,9-10,9-21,10-11,10-22,11-12,12-13,12-23,13-14,14-24","-0.127000,-0.127000,-0.118000,-0.034000,-0.107000,-0.034000,-0.118000,-0.127000,-0.127000,-0.118000,-0.034000,-0.107000,-0.034000,-0.118000,0.132000,0.132000,0.132000,0.137000,0.132000,0.132000,0.132000,0.132000,0.137000,0.132000"
C(Cl)Cl,-1.31,0.038,"c3,cl,cl,h2,h2","1-2,1-3,1-4,1-5","0.122400,-0.150900,-0.150900,0.089700,0.089700"
CC(C)(C)C(=O)OC,-2.4,-3.304,"c3,c3,c3,c3,c,o,os,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1","1-2,1-9,1-10,1-11,2-3,2-4,2-5,3-12,3-13,3-14,4-15,4-16,4-17,5-6,5-7,7-8,8-18,8-19,8-20","-0.089100,-0.088000,-0.089100,-0.089100,0.630101,-0.540000,-0.439900,0.125700,0.047700,0.047700,0.047700,0.047700,0.047700,0.047700,0.047700,0.047700,0.047700,0.050033,0.050033,0.050033"
C([N+](=O)[O-])(Cl)(Cl)Cl,-1.45,-0.379,"c3,no,o,o,cl,cl,cl","1-2,1-5,1-6,1-7,2-3,2-4","0.182900,0.232301,-0.147500,-0.147500,-0.040067,-0.040067,-0.040067"
C1CC[S+2](C1)([O-])[O-],-8.61,-9.624,"c5,c5,c5,s6,c5,o,o,hc,hc,hc,hc,h1,h1,h1,h1","1-2,1-5,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-6,4-7,5-14,5-15","-0.054400,-0.054400,-0.314600,1.308000,-0.314600,-0.651800,-0.651800,0.059700,0.059700,0.059700,0.059700,0.123700,0.123700,0.123700,0.123700"
Cc1cccc(c1O)C,-5.26,-4.308,"c3,ca,ca,ca,ca,ca,ca,oh,c3,hc,hc,hc,ha,ha,ha,ho,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-14,5-6,5-15,6-7,6-9,7-8,8-16,9-17,9-18,9-19","-0.048300,-0.126300,-0.101000,-0.159000,-0.101000,-0.126300,0.122100,-0.499100,-0.048300,0.045200,0.045200,0.045200,0.132500,0.132000,0.132500,0.419000,0.045200,0.045200,0.045200"
Cc1cccc(c1)O,-5.49,-5.378,"c3,ca,ca,ca,ca,ca,ca,oh,hc,hc,hc,ha,ha,ha,ha,ho","1-2,1-9,1-10,1-11,2-3,2-7,3-4,3-12,4-5,4-13,5-6,5-14,6-7,6-8,7-15,8-16","-0.056800,-0.042300,-0.165000,-0.089000,-0.218000,0.127100,-0.160000,-0.500100,0.046700,0.046700,0.046700,0.133000,0.132000,0.132000,0.149000,0.418000"
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N,-9.53,-10.984,"ca,ca,ca,ca,ca,ca,c,o,ca,ca,ca,ca,ca,ca,c,o,oh,nv,ha,ha,ha,ha,ha,ha,ho,hn,hn","1-2,1-6,1-19,2-3,2-20,3-4,3-21,4-5,4-15,5-6,5-7,6-22,7-8,7-9,9-10,9-14,10-11,10-18,11-12,11-23,12-13,12-24,13-14,13-17,14-15,15-16,17-25,18-26,18-27","-0.115000,-0.120000,-0.083000,-0.129600,-0.123600,-0.087000,0.602300,-0.556100,-0.186600,0.189600,-0.150000,-0.105000,0.152100,-0.184600,0.600300,-0.562100,-0.504100,-0.833200,0.141000,0.141000,0.158000,0.157000,0.143000,0.159000,0.457000,0.419800,0.419800"
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,-11.85,-15.252,"ca,ca,ca,ca,ca,ca,c,o,ca,ca,ca,ca,ca,ca,c,o,nv,nv,ha,ha,ha,ha,ha,ha,hn,hn,hn,hn","1-2,1-6,1-19,2-3,2-20,3-4,3-21,4-5,4-15,5-6,5-7,6-22,7-8,7-9,9-10,9-14,10-11,10-18,11-12,11-23,12-13,12-24,13-14,13-17,14-15,15-16,17-25,17-26,18-27,18-28","-0.119500,-0.119500,-0.087500,-0.127100,-0.127100,-0.087500,0.598800,-0.554100,-0.175600,0.173100,-0.140500,-0.140500,0.173100,-0.175600,0.598800,-0.554100,-0.831700,-0.831700,0.139000,0.139000,0.155000,0.155000,0.138500,0.138500,0.415800,0.415800,0.415800,0.415800"
CCCCCCCC(=O)C,-2.49,-2.563,"c3,c3,c3,c3,c3,c3,c3,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-11,1-12,1-13,2-3,2-14,2-15,3-4,3-16,3-17,4-5,4-18,4-19,5-6,5-20,5-21,6-7,6-22,6-23,7-8,7-24,7-25,8-9,8-10,10-26,10-27,10-28","-0.092100,-0.080400,-0.078400,-0.079400,-0.081400,-0.073400,-0.182400,0.566098,-0.534100,-0.203100,0.032367,0.032367,0.032367,0.039200,0.039200,0.039200,0.039200,0.038700,0.038700,0.042200,0.042200,0.054200,0.054200,0.062200,0.062200,0.063367,0.063367,0.063367"
CCCCN,-4.24,-2.961,"c3,c3,c3,c3,n8,hc,hc,hc,hc,hc,hc,hc,h1,h1,hn,hn","1-2,1-6,1-7,1-8,2-3,2-9,2-10,3-4,3-11,3-12,4-5,4-13,4-14,5-15,5-16","-0.094100,-0.081400,-0.083400,0.158800,-0.916800,0.032700,0.032700,0.032700,0.038200,0.038200,0.049700,0.049700,0.024200,0.024200,0.347300,0.347300"
CCCC(=O)OCC,-2.49,-3.381,"c3,c3,c3,c,o,os,c3,c3,hc,hc,hc,hc,hc,hc,hc,h1,h1,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-6,6-7,7-8,7-16,7-17,8-18,8-19,8-20","-0.097100,-0.078400,-0.127400,0.632101,-0.545000,-0.444900,0.138400,-0.126100,0.038033,0.038033,0.038033,0.055700,0.055700,0.076700,0.076700,0.061700,0.061700,0.048700,0.048700,0.048700"
Cc1ccc(cc1)N,-5.57,-5.494,"c3,ca,ca,ca,ca,ca,ca,nv,hc,hc,hc,ha,ha,ha,ha,hn,hn","1-2,1-9,1-10,1-11,2-3,2-7,3-4,3-12,4-5,4-13,5-6,5-8,6-7,6-14,7-15,8-16,8-17","-0.045800,-0.120300,-0.093500,-0.186500,0.131600,-0.186500,-0.093500,-0.815199,0.040033,0.040033,0.040033,0.129000,0.130000,0.130000,0.129000,0.385800,0.385800"
CCCCCCI,0.08,0.043,"c3,c3,c3,c3,c3,c3,i,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-17,5-18,6-7,6-19,6-20","-0.093100,-0.080400,-0.078400,-0.084400,-0.074400,0.071500,-0.260901,0.033367,0.033367,0.033367,0.038200,0.038200,0.040200,0.040200,0.049200,0.049200,0.051200,0.051200,0.071200,0.071200"
C(C(F)(Cl)Cl)(F)(F)Cl,1.77,1.691,"c3,c3,f,cl,cl,f,f,cl","1-2,1-6,1-7,1-8,2-3,2-4,2-5","0.495000,0.340100,-0.158300,-0.093400,-0.093400,-0.182800,-0.182800,-0.124400"
COP(=O)(OC)OC,-8.7,-10.642,"c3,os,p5,o,os,c3,os,c3,h1,h1,h1,h1,h1,h1,h1,h1,h1","1-2,1-9,1-10,1-11,2-3,3-4,3-5,3-7,5-6,6-12,6-13,6-14,7-8,8-15,8-16,8-17","0.159033,-0.574533,1.618501,-0.802300,-0.574533,0.159033,-0.574533,0.159033,0.047811,0.047811,0.047811,0.047811,0.047811,0.047811,0.047811,0.047811,0.047811"
c1cc(cc(c1)Cl)Cl,-0.98,-0.11,"ca,ca,ca,ca,ca,ca,cl,cl,ha,ha,ha,ha","1-2,1-6,1-9,2-3,2-10,3-4,3-8,4-5,4-11,5-6,5-7,6-12","-0.113000,-0.125000,0.024400,-0.121000,0.024400,-0.125000,-0.085400,-0.085400,0.143000,0.151000,0.161000,0.151000"
Cc1cc(c2ccccc2c1)C,-2.47,-2.995,"c3,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,c3,hc,hc,hc,ha,ha,ha,ha,ha,ha,hc,hc,hc","1-2,1-13,1-14,1-15,2-3,2-11,3-4,3-16,4-5,4-12,5-6,5-10,6-7,6-17,7-8,7-18,8-9,8-19,9-10,9-20,10-11,11-21,12-22,12-23,12-24","-0.053800,-0.071300,-0.130000,-0.061300,-0.036000,-0.117000,-0.131000,-0.128000,-0.119000,-0.030000,-0.125000,-0.055800,0.044367,0.044367,0.044367,0.131000,0.133000,0.131000,0.131000,0.131000,0.133000,0.045033,0.045033,0.045033"
CCCC(C)C,2.51,2.808,"c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-6,4-14,5-15,5-16,5-17,6-18,6-19,6-20","-0.093099,-0.079400,-0.075400,-0.068700,-0.089600,-0.089600,0.032033,0.032033,0.032033,0.038700,0.038700,0.039200,0.039200,0.047700,0.032700,0.032700,0.032700,0.032700,0.032700,0.032700"
CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl,-5.04,-9.625,"c3,c3,os,p5,s,os,c3,c3,os,ca,ca,ca,ca,ca,nb,cl,cl,cl,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,ha","1-2,1-19,1-20,1-21,2-3,2-22,2-23,3-4,4-5,4-6,4-9,6-7,7-8,7-24,7-25,8-26,8-27,8-28,9-10,10-11,10-15,11-12,11-18,12-13,12-29,13-14,13-17,14-15,14-16","-0.126100,0.169900,-0.556200,1.266200,-0.562000,-0.556200,0.169900,-0.126100,-0.566700,0.692600,-0.102900,-0.068000,-0.102900,0.516300,-0.665000,-0.109000,-0.034400,-0.021400,0.057700,0.057700,0.057700,0.064950,0.064950,0.064950,0.064950,0.057700,0.057700,0.057700,0.176000"
C(C(F)(F)F)Cl,0.06,0.233,"c3,c3,f,f,f,cl,h1,h1","1-2,1-6,1-7,1-8,2-3,2-4,2-5","-0.030000,0.626901,-0.229967,-0.229967,-0.229967,-0.114400,0.103700,0.103700"
C=C,1.28,2.328,"c2,c2,ha,ha,ha,ha","1-2,1-3,1-4,2-5,2-6","-0.218000,-0.218000,0.109000,0.109000,0.109000,0.109000"
CCCCCI,-0.14,-0.111,"c3,c3,c3,c3,c3,i,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-14,4-15,5-6,5-16,5-17","-0.093100,-0.080400,-0.084400,-0.074400,0.071500,-0.258899,0.033033,0.033033,0.033033,0.039700,0.039700,0.048200,0.048200,0.051200,0.051200,0.071200,0.071200"
COC(OC)OC,-4.42,-4.625,"c3,os,c3,os,c3,os,c3,h1,h1,h1,h3,h1,h1,h1,h1,h1,h1","1-2,1-8,1-9,1-10,2-3,3-4,3-6,3-11,4-5,5-12,5-13,5-14,6-7,7-15,7-16,7-17","0.131033,-0.459933,0.516701,-0.459933,0.131033,-0.459933,0.131033,0.039811,0.039811,0.039811,0.111700,0.039811,0.039811,0.039811,0.039811,0.039811,0.039811"
CCCCCCCCCC,3.16,3.335,"c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-11,1-12,1-13,2-3,2-14,2-15,3-4,3-16,3-17,4-5,4-18,4-19,5-6,5-20,5-21,6-7,6-22,6-23,7-8,7-24,7-25,8-9,8-26,8-27,9-10,9-28,9-29,10-30,10-31,10-32","-0.093099,-0.079400,-0.078400,-0.078400,-0.078400,-0.078400,-0.078400,-0.078400,-0.079400,-0.093099,0.032033,0.032033,0.032033,0.037700,0.037700,0.038700,0.038700,0.039700,0.039700,0.039700,0.039700,0.039700,0.039700,0.039700,0.039700,0.038700,0.038700,0.037700,0.037700,0.032033,0.032033,0.032033"
C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],-4.95,-5.646,"c3,c3,c3,os,no,o,o,os,no,o,o,hc,hc,hc,h1,h1,h1","1-2,1-12,1-13,1-14,2-3,2-8,2-15,3-4,3-16,3-17,4-5,5-6,5-7,8-9,9-10,9-11","-0.132100,0.128100,0.100400,-0.346000,0.384200,-0.169000,-0.169000,-0.348000,0.385200,-0.176500,-0.176500,0.069700,0.069700,0.069700,0.107700,0.101200,0.101200"
CC=C,1.32,2.328,"c3,c2,c2,hc,hc,hc,ha,ha,ha","1-2,1-4,1-5,1-6,2-3,2-7,3-8,3-9","-0.066900,-0.166200,-0.226999,0.041033,0.041033,0.041033,0.117000,0.110000,0.110000"
Cc1c[nH]c2c1cccc2,-5.88,-8.161,"c3,cc,cd,na,ca,ca,ca,ca,ca,ca,hc,hc,hc,h4,hn,ha,ha,ha,ha","1-2,1-11,1-12,1-13,2-3,2-6,3-4,3-14,4-5,4-15,5-6,5-10,6-7,7-8,7-16,8-9,8-17,9-10,9-18,10-19","-0.022900,-0.134400,-0.109100,-0.195400,-0.044200,-0.091800,-0.081000,-0.160000,-0.113000,-0.148000,0.039367,0.039367,0.039367,0.164000,0.298699,0.133000,0.128000,0.128000,0.130000"
COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC,-12.74,-13.424,"c3,os,p5,o,c3,c3,cl,cl,cl,oh,os,c3,h1,h1,h1,h1,ho,h1,h1,h1","1-2,1-13,1-14,1-15,2-3,3-4,3-5,3-11,5-6,5-10,5-16,6-7,6-8,6-9,10-17,11-12,12-18,12-19,12-20","0.151200,-0.585200,1.512298,-0.820300,-0.121100,0.251200,-0.098400,-0.098400,-0.098400,-0.547800,-0.585200,0.151200,0.051367,0.051367,0.051367,0.152700,0.428000,0.051367,0.051367,0.051367"
C1CCCCC1,1.23,1.503,"c6,c6,c6,c6,c6,c6,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-6,1-7,1-8,2-3,2-9,2-10,3-4,3-11,3-12,4-5,4-13,4-14,5-6,5-15,5-16,6-17,6-18","-0.076400,-0.076400,-0.076400,-0.076400,-0.076400,-0.076400,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200,0.038200"
CC(=CCC/C(=C/CO)/C)C,-4.45,-2.518,"c3,c2,c2,c3,c3,c2,c2,c3,oh,c3,c3,hc,hc,hc,ha,hc,hc,hc,hc,ha,h1,h1,ho,hc,hc,hc,hc,hc,hc","1-2,1-12,1-13,1-14,2-3,2-11,3-4,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-10,7-8,7-20,8-9,8-21,8-22,9-23,10-24,10-25,10-26,11-27,11-28,11-29","-0.057900,-0.123400,-0.177200,-0.040200,-0.042200,-0.100400,-0.226200,0.162600,-0.599797,-0.063900,-0.057900,0.040533,0.040533,0.040533,0.124000,0.048700,0.048700,0.048700,0.048700,0.132000,0.051200,0.051200,0.398000,0.044033,0.044033,0.044033,0.040533,0.040533,0.040533"
CC(C)c1ccccc1,-0.3,-0.674,"c3,c3,c3,ca,ca,ca,ca,ca,ca,hc,hc,hc,hc,hc,hc,hc,ha,ha,ha,ha,ha","1-2,1-10,1-11,1-12,2-3,2-4,2-13,3-14,3-15,3-16,4-5,4-9,5-6,5-17,6-7,6-18,7-8,7-19,8-9,8-20,9-21","-0.088100,-0.024400,-0.088100,-0.073300,-0.126500,-0.129000,-0.134002,-0.129000,-0.126500,0.036367,0.036367,0.036367,0.049700,0.036367,0.036367,0.036367,0.130500,0.130000,0.130000,0.130000,0.130500"
CC(C)C(C)C(C)C,2.56,2.674,"c3,c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-4,2-12,3-13,3-14,3-15,4-5,4-6,4-16,5-17,5-18,5-19,6-7,6-8,6-20,7-21,7-22,7-23,8-24,8-25,8-26","-0.091101,-0.064200,-0.091101,-0.054700,-0.089100,-0.064200,-0.091101,-0.091101,0.033117,0.033117,0.033117,0.045700,0.033117,0.033117,0.033117,0.046700,0.033700,0.033700,0.033700,0.045700,0.033117,0.033117,0.033117,0.033117,0.033117,0.033117"
CC(C)C(=O)C,-3.24,-3.078,"c3,c3,c3,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-4,2-10,3-11,3-12,3-13,4-5,4-6,6-14,6-15,6-16","-0.087600,-0.169700,-0.087600,0.569097,-0.533100,-0.200100,0.040367,0.040367,0.040367,0.076700,0.040367,0.040367,0.040367,0.063367,0.063367,0.063367"
CCCCNCCCC,-3.24,-2.076,"c3,c3,c3,c3,n7,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,h1,h1,hn,h1,h1,hc,hc,hc,hc,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,6-7,6-20,6-21,7-8,7-22,7-23,8-9,8-24,8-25,9-26,9-27,9-28","-0.095100,-0.081400,-0.098900,0.161300,-0.818198,0.161300,-0.098900,-0.081400,-0.095100,0.033533,0.033533,0.033533,0.038450,0.038450,0.044700,0.044700,0.038700,0.038700,0.357800,0.038700,0.038700,0.044700,0.044700,0.038450,0.038450,0.033533,0.033533,0.033533"
CCCCS,-0.99,-0.174,"c3,c3,c3,c3,sh,hc,hc,hc,hc,hc,hc,hc,h1,h1,hs","1-2,1-6,1-7,1-8,2-3,2-9,2-10,3-4,3-11,3-12,4-5,4-13,4-14,5-15","-0.095100,-0.083400,-0.085400,0.008700,-0.383900,0.034700,0.034700,0.034700,0.040200,0.040200,0.054200,0.054200,0.072700,0.072700,0.200800"
c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.81,-2.775,"ca,ca,ca,ca,ca,ca,os,ca,ca,ca,ca,ca,ca,cl,cl,cl,cl,os,ha,ha,ha,ha","1-2,1-6,1-19,2-3,2-20,3-4,3-21,4-5,4-18,5-6,5-7,6-22,7-8,8-9,8-13,9-10,9-18,10-11,10-17,11-12,11-16,12-13,12-15,13-14","-0.123000,-0.123000,-0.174300,0.207700,0.207700,-0.174300,-0.374800,0.234700,0.234700,-0.038900,0.020400,0.020400,-0.038900,-0.024400,-0.031400,-0.031400,-0.024400,-0.374800,0.144000,0.144000,0.160000,0.160000"
